Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Student-Athlete Meals (Non-Travel),Excess Transfers Back,Total Coaching Severance,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,"Facilities, Debt Service, and Equipment",Coaches Compensation,Non-Coaching Athletics Staff Compensation,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,"Conference/NCAA Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees
Eastern Washington University,235097,2022,Football Championship Subdivision,,"$16,032,290.00 ",$0.00 ,$0.00 ,"$23,307.00 ","$1,193,074.00 ","$105,415.00 ","$102,500.00 ","$240,433.00 ","$2,807,652.00 ","$2,321,671.00 ","$3,386,737.00 ","$1,685,932.00 ","$4,165,569.00 ","$12,886,340.00 ","$314,265.00 ","$229,986.00 ","$586,273.00 ","$733,175.00 ","$780,226.00 ","$1,247,729.00 ","$7,344,686.00 "
Eastern Washington University,235097,2023,Football Championship Subdivision,,"$19,244,041.00 ",$0.00 ,$0.00 ,"$3,188.00 ","$1,915,950.00 ","$417,385.00 ","$212,000.00 ","$381,904.00 ","$2,965,282.00 ","$3,016,794.00 ","$3,895,499.00 ","$2,118,166.00 ","$4,317,873.00 ","$17,656,072.00 ","$1,043,560.00 ","$327,667.00 ","$770,817.00 ","$1,753,500.00 ","$689,535.00 ","$604,371.00 ","$10,918,220.00 "
Eastern Washington University,235097,2024,Football Championship Subdivision,,"$20,169,466.00 ","$417,079.00 ",$0.00 ,"$27,540.00 ","$945,855.00 ","$275,582.00 ","$38,190.00 ","$429,715.00 ","$3,234,410.00 ","$3,552,196.00 ","$4,237,323.00 ","$2,356,079.00 ","$4,655,497.00 ","$17,259,231.00 ","$917,457.00 ","$263,431.00 ","$1,016,329.00 ","$1,047,550.00 ","$837,558.00 ","$728,174.00 ","$10,948,732.00 "
Washington State University,236939,2005,Football Bowl Subdivision,Pacific-12 Conference,"$27,873,562.00 ",,$0.00 ,"$10,815.00 ","$4,658,805.00 ","$616,174.00 ","$1,177,412.00 ","$543,006.00 ","$2,811,733.00 ","$4,118,000.00 ","$4,646,217.00 ","$4,550,907.00 ","$4,740,493.00 ","$28,391,053.00 ","$2,160,527.00 ","$1,038,637.00 ","$4,515,272.00 ","$788,378.00 ","$7,833,631.00 ","$4,491,465.00 ","$6,684,773.00 "
Washington State University,236939,2006,Football Bowl Subdivision,Pacific-12 Conference,"$29,444,187.00 ",,$0.00 ,$0.00 ,"$4,264,288.00 ","$463,115.00 ","$1,475,991.00 ","$575,148.00 ","$2,889,343.00 ","$4,955,070.00 ","$4,785,014.00 ","$4,701,331.00 ","$5,334,887.00 ","$31,928,693.00 ","$2,316,329.00 ","$1,360,353.00 ","$5,946,515.00 ","$1,365,689.00 ","$7,440,158.00 ","$5,698,411.00 ","$6,854,522.00 "
Washington State University,236939,2007,Football Bowl Subdivision,Pacific-12 Conference,"$32,030,273.00 ",,$0.00 ,"$54,212.00 ","$5,333,340.00 ","$601,470.00 ","$1,435,732.00 ","$636,317.00 ","$3,460,942.00 ","$4,996,013.00 ","$4,808,383.00 ","$5,149,921.00 ","$5,553,943.00 ","$34,228,297.00 ","$2,475,067.00 ","$2,148,813.00 ","$6,713,178.00 ","$1,349,375.00 ","$7,625,251.00 ","$5,664,783.00 ","$7,173,628.00 "
Washington State University,236939,2008,Football Bowl Subdivision,Pacific-12 Conference,"$36,495,847.00 ",,$0.00 ,"$460,107.00 ","$6,278,345.00 ","$688,164.00 ","$1,549,662.00 ","$774,890.00 ","$3,664,125.00 ","$5,982,000.00 ","$5,909,349.00 ","$5,376,756.00 ","$5,812,449.00 ","$39,621,060.00 ","$2,550,772.00 ","$2,175,166.00 ","$7,512,105.00 ","$2,194,042.00 ","$9,346,698.00 ","$6,751,773.00 ","$7,974,705.00 "
Washington State University,236939,2009,Football Bowl Subdivision,Pacific-12 Conference,"$38,079,471.00 ",,$0.00 ,"$652,895.00 ","$5,669,789.00 ","$592,683.00 ","$1,723,335.00 ","$569,629.00 ","$3,991,210.00 ","$6,561,879.00 ","$6,107,198.00 ","$5,762,698.00 ","$6,448,155.00 ","$38,293,755.00 ","$2,479,116.00 ","$2,549,838.00 ","$7,726,529.00 ","$1,180,602.00 ","$8,412,728.00 ","$5,981,037.00 ","$8,093,399.00 "
Washington State University,236939,2010,Football Bowl Subdivision,Pacific-12 Conference,"$38,045,842.00 ",,$0.00 ,"$742,260.00 ","$4,961,084.00 ","$709,475.00 ","$1,527,988.00 ","$594,048.00 ","$3,524,363.00 ","$7,581,166.00 ","$5,847,246.00 ","$5,911,920.00 ","$6,646,292.00 ","$39,352,096.00 ","$2,925,255.00 ","$3,922,832.00 ","$6,754,924.00 ","$2,554,067.00 ","$8,664,120.00 ","$5,181,093.00 ","$7,487,283.00 "
Washington State University,236939,2011,Football Bowl Subdivision,Pacific-12 Conference,"$40,617,093.00 ",,$0.00 ,"$105,338.00 ","$6,265,531.00 ","$745,702.00 ","$1,401,434.00 ","$611,759.00 ","$4,223,689.00 ","$6,951,351.00 ","$6,572,635.00 ","$6,501,238.00 ","$7,238,416.00 ","$39,983,482.00 ","$1,998,299.00 ","$3,905,426.00 ","$7,108,305.00 ","$1,285,022.00 ","$9,053,044.00 ","$5,101,745.00 ","$9,923,573.00 "
Washington State University,236939,2012,Football Bowl Subdivision,Pacific-12 Conference,"$47,962,255.00 ",,$0.00 ,"$1,332,383.00 ","$8,288,824.00 ","$1,008,898.00 ","$1,752,710.00 ","$729,984.00 ","$4,244,241.00 ","$6,419,799.00 ","$7,803,825.00 ","$8,246,492.00 ","$8,135,099.00 ","$42,729,548.00 ","$1,349,392.00 ","$3,935,817.00 ","$7,855,037.00 ","$1,417,138.00 ","$12,832,858.00 ","$6,547,079.00 ","$7,668,378.00 "
Washington State University,236939,2013,Football Bowl Subdivision,Pacific-12 Conference,"$52,126,124.00 ",,$0.00 ,$0.00 ,"$8,548,993.00 ","$854,069.00 ","$756,059.00 ","$932,177.00 ","$5,054,189.00 ","$8,088,272.00 ","$9,191,380.00 ","$9,320,675.00 ","$9,380,310.00 ","$47,191,240.00 ","$1,568,610.00 ","$3,249,668.00 ","$8,274,561.00 ","$577,000.00 ","$20,219,052.00 ","$6,786,655.00 ","$5,449,845.00 "
Washington State University,236939,2014,Football Bowl Subdivision,Pacific-12 Conference,"$68,141,258.00 ",,$0.00 ,"$1,840,033.00 ","$8,909,858.00 ","$1,093,869.00 ","$1,442,550.00 ","$989,635.00 ","$6,221,518.00 ","$17,076,866.00 ","$10,226,186.00 ","$10,738,146.00 ","$9,602,597.00 ","$54,426,818.00 ","$3,367,009.00 ","$3,694,783.00 ","$7,017,691.00 ","$1,164,000.00 ","$23,190,434.00 ","$5,888,263.00 ","$9,114,236.00 "
Washington State University,236939,2015,Football Bowl Subdivision,Pacific-12 Conference,"$67,386,939.00 ",,$0.00 ,"$1,028,191.00 ","$8,635,753.00 ","$1,100,280.00 ","$1,319,281.00 ","$1,175,693.00 ","$6,394,376.00 ","$15,190,076.00 ","$10,747,507.00 ","$12,100,748.00 ","$9,695,034.00 ","$54,112,604.00 ","$3,638,637.00 ","$3,977,097.00 ","$6,617,601.00 ","$363,000.00 ","$26,597,258.00 ","$6,806,955.00 ","$4,980,154.00 "
Washington State University,236939,2016,Football Bowl Subdivision,Pacific-12 Conference,"$71,688,623.00 ","$761,499.00 ",$0.00 ,"$28,713.00 ","$8,896,755.00 ","$979,979.00 ","$1,722,779.00 ","$1,122,471.00 ","$7,244,635.00 ","$15,423,138.00 ","$11,712,537.00 ","$12,819,276.00 ","$10,976,841.00 ","$58,753,266.00 ","$3,295,470.00 ","$6,345,160.00 ","$7,718,902.00 ","$348,362.00 ","$30,563,393.00 ","$5,532,126.00 ","$4,130,892.00 "
Washington State University,236939,2017,Football Bowl Subdivision,Pacific-12 Conference,"$71,801,820.00 ","$1,012,305.00 ",$0.00 ,"$120,368.00 ","$9,236,688.00 ","$810,478.00 ","$1,606,040.00 ","$1,248,699.00 ","$7,787,619.00 ","$14,037,430.00 ","$11,772,953.00 ","$13,440,413.00 ","$10,728,827.00 ","$64,294,520.00 ","$3,291,034.00 ","$4,398,743.00 ","$8,212,785.00 ","$315,800.00 ","$35,156,737.00 ","$7,656,362.00 ","$3,691,231.00 "
Washington State University,236939,2018,Football Bowl Subdivision,Pacific-12 Conference,"$73,775,035.00 ","$1,112,910.00 ",$0.00 ,"$1,099,264.00 ","$9,277,912.00 ","$837,520.00 ","$1,687,947.00 ","$1,269,495.00 ","$7,615,325.00 ","$13,680,575.00 ","$13,153,000.00 ","$13,261,269.00 ","$10,779,818.00 ","$65,117,715.00 ","$3,267,231.00 ","$4,440,208.00 ","$9,305,824.00 ",$0.00 ,"$34,360,864.00 ","$8,406,070.00 ","$3,762,730.00 "
Washington State University,236939,2019,Football Bowl Subdivision,Pacific-12 Conference,"$76,258,966.00 ","$1,057,741.00 ",$0.00 ,"$673,588.00 ","$9,826,111.00 ","$713,497.00 ","$1,724,640.00 ","$1,362,747.00 ","$8,032,092.00 ","$13,714,169.00 ","$14,296,924.00 ","$13,833,295.00 ","$11,024,162.00 ","$71,691,339.00 ","$4,042,513.00 ","$4,576,936.00 ","$11,704,837.00 ","$316,200.00 ","$36,080,478.00 ","$9,508,360.00 ","$3,959,170.00 "
Washington State University,236939,2020,Football Bowl Subdivision,Pacific-12 Conference,"$77,271,930.00 ","$932,824.00 ",$0.00 ,"$3,106,974.00 ","$9,113,609.00 ","$543,689.00 ","$1,939,725.00 ","$1,179,747.00 ","$7,523,481.00 ","$13,630,285.00 ","$14,367,411.00 ","$14,472,497.00 ","$10,461,688.00 ","$74,741,186.00 ","$5,500,495.00 ","$4,341,126.00 ","$14,602,614.00 ","$100,000.00 ","$36,069,577.00 ","$8,620,981.00 ","$4,065,489.00 "
Washington State University,236939,2021,Football Bowl Subdivision,Pacific-12 Conference,"$65,002,028.00 ","$831,060.00 ",$0.00 ,"$1,440,695.00 ","$6,692,040.00 ","$1,055,790.00 ","$374,613.00 ","$230,390.00 ","$3,443,602.00 ","$13,945,660.00 ","$13,195,423.00 ","$12,367,812.00 ","$11,424,943.00 ","$40,089,718.00 ","$1,277,910.00 ","$3,412,926.00 ","$7,785,483.00 ",$0.00 ,"$22,486,946.00 ","$7,365.00 ","$4,065,091.00 "
Washington State University,236939,2022,Football Bowl Subdivision,Pacific-12 Conference,"$83,691,991.00 ","$1,459,192.00 ",$0.00 ,"$1,074,339.00 ","$10,629,079.00 ","$1,029,551.00 ","$1,911,192.00 ","$1,423,288.00 ","$9,287,421.00 ","$15,113,681.00 ","$12,600,304.00 ","$16,938,846.00 ","$12,225,098.00 ","$85,028,825.00 ","$4,534,595.00 ","$4,949,281.00 ","$10,274,202.00 ",$0.00 ,"$40,607,408.00 ","$9,299,636.00 ","$14,088,596.00 "
Washington State University,236939,2023,Football Bowl Subdivision,Pacific-12 Conference,"$90,909,237.00 ","$1,578,286.00 ",$0.00 ,$0.00 ,"$15,582,296.00 ","$1,868,708.00 ","$1,328,250.00 ","$1,847,093.00 ","$10,906,260.00 ","$15,298,802.00 ","$14,551,231.00 ","$15,605,518.00 ","$12,342,793.00 ","$78,981,224.00 ","$5,691,016.00 ","$4,584,354.00 ","$13,140,616.00 ","$315,000.00 ","$37,868,122.00 ","$10,198,582.00 ","$6,282,999.00 "
Washington State University,236939,2024,Football Bowl Subdivision,Pacific-12 Conference,"$89,052,358.00 ","$1,687,207.00 ",$0.00 ,$0.00 ,"$17,000,184.00 ","$1,916,075.00 ","$1,678,264.00 ","$1,861,692.00 ","$8,838,994.00 ","$13,984,773.00 ","$14,515,162.00 ","$15,424,655.00 ","$12,145,352.00 ","$89,459,572.00 ","$7,845,535.00 ","$4,259,972.00 ","$10,209,885.00 ","$310,000.00 ","$49,999,218.00 ","$9,840,616.00 ","$6,245,313.00 "
University of Washington,236948,2005,Football Bowl Subdivision,Pacific-12 Conference,"$45,423,346.00 ",,$0.00 ,"$3,194,562.00 ","$6,421,697.00 ","$487,840.00 ","$2,031,868.00 ","$670,408.00 ","$5,753,354.00 ","$4,208,505.00 ","$7,818,498.00 ","$8,412,032.00 ","$6,424,582.00 ","$43,197,964.00 ","$4,397,864.00 ","$2,731,682.00 ","$10,000,542.00 ","$1,219,261.00 ","$9,777,214.00 ","$13,611,228.00 ","$1,460,173.00 "
University of Washington,236948,2006,Football Bowl Subdivision,Pacific-12 Conference,"$49,011,005.00 ",,$0.00 ,"$898,054.00 ","$6,886,652.00 ","$547,434.00 ","$3,136,624.00 ","$839,919.00 ","$6,245,917.00 ","$4,639,903.00 ","$9,386,815.00 ","$9,553,427.00 ","$6,876,260.00 ","$52,441,834.00 ","$5,172,768.00 ","$3,309,505.00 ","$11,664,178.00 ","$1,174,698.00 ","$10,775,378.00 ","$18,760,681.00 ","$1,584,626.00 "
University of Washington,236948,2007,Football Bowl Subdivision,Pacific-12 Conference,"$50,795,299.00 ",,$0.00 ,"$53,297.00 ","$7,549,113.00 ","$524,194.00 ","$2,370,965.00 ","$934,969.00 ","$6,924,441.00 ","$4,850,853.00 ","$9,934,852.00 ","$10,451,124.00 ","$7,201,491.00 ","$59,648,451.00 ","$7,042,323.00 ","$6,057,048.00 ","$17,388,883.00 ","$1,509,755.00 ","$9,312,181.00 ","$16,633,979.00 ","$1,704,282.00 "
University of Washington,236948,2008,Football Bowl Subdivision,Pacific-12 Conference,"$57,330,671.00 ",,$0.00 ,"$1,121,364.00 ","$9,002,699.00 ","$551,919.00 ","$3,481,483.00 ","$928,348.00 ","$8,207,585.00 ","$4,876,647.00 ","$10,068,076.00 ","$11,388,101.00 ","$7,704,449.00 ","$60,729,016.00 ","$4,692,637.00 ","$6,589,490.00 ","$12,682,342.00 ","$1,609,393.00 ","$10,748,318.00 ","$22,556,942.00 ","$1,849,894.00 "
University of Washington,236948,2009,Football Bowl Subdivision,Pacific-12 Conference,"$60,575,780.00 ",,$0.00 ,"$2,192,197.00 ","$9,719,334.00 ","$632,602.00 ","$2,306,032.00 ","$917,417.00 ","$8,153,499.00 ","$5,378,753.00 ","$11,068,509.00 ","$11,957,455.00 ","$8,249,982.00 ","$54,019,862.00 ","($623,304.00)","$6,499,495.00 ","$12,488,233.00 ","$1,316,550.00 ","$11,002,520.00 ","$21,339,631.00 ","$1,996,737.00 "
University of Washington,236948,2010,Football Bowl Subdivision,Pacific-12 Conference,"$61,640,598.00 ",,$0.00 ,"$116,739.00 ","$9,317,346.00 ","$734,653.00 ","$3,691,622.00 ","$863,710.00 ","$7,810,164.00 ","$6,184,821.00 ","$11,844,560.00 ","$12,882,804.00 ","$8,194,179.00 ","$64,034,410.00 ","$3,993,588.00 ","$8,193,224.00 ","$15,732,042.00 ","$1,232,807.00 ","$11,077,401.00 ","$21,622,833.00 ","$2,182,515.00 "
University of Washington,236948,2011,Football Bowl Subdivision,Pacific-12 Conference,"$67,900,835.00 ",,$0.00 ,"$340,087.00 ","$12,637,848.00 ","$625,600.00 ","$1,955,977.00 ","$1,089,582.00 ","$9,092,905.00 ","$6,302,042.00 ","$13,368,311.00 ","$13,768,132.00 ","$8,720,351.00 ","$70,231,336.00 ","$6,639,058.00 ","$9,742,917.00 ","$15,840,217.00 ","$1,499,078.00 ","$13,516,159.00 ","$20,534,924.00 ","$2,458,983.00 "
University of Washington,236948,2012,Football Bowl Subdivision,Pacific-12 Conference,"$73,833,643.00 ",,$0.00 ,"$1,214,225.00 ","$12,757,517.00 ","$887,518.00 ","$3,111,180.00 ","$1,408,025.00 ","$9,467,478.00 ","$6,342,046.00 ","$14,567,346.00 ","$14,139,782.00 ","$9,938,526.00 ","$82,594,783.00 ","$5,074,213.00 ","$9,867,128.00 ","$23,501,105.00 ","$1,106,262.00 ","$17,297,844.00 ","$22,682,731.00 ","$3,065,500.00 "
University of Washington,236948,2013,Football Bowl Subdivision,Pacific-12 Conference,"$76,209,927.00 ",,$0.00 ,$0.00 ,"$13,318,102.00 ","$855,457.00 ","$1,929,253.00 ","$1,466,929.00 ","$10,448,504.00 ","$6,668,277.00 ","$15,869,408.00 ","$14,924,426.00 ","$10,729,571.00 ","$85,072,886.00 ","$3,650,060.00 ","$8,554,465.00 ","$26,598,771.00 ","$585,123.00 ","$22,452,934.00 ","$19,895,534.00 ","$3,335,999.00 "
University of Washington,236948,2014,Football Bowl Subdivision,Pacific-12 Conference,"$86,097,137.00 ",,$0.00 ,"$366,284.00 ","$15,165,428.00 ","$955,477.00 ","$1,593,219.00 ","$1,307,465.00 ","$12,343,769.00 ","$9,507,017.00 ","$16,812,513.00 ","$16,441,616.00 ","$11,604,349.00 ","$100,275,187.00 ","$7,607,616.00 ","$11,321,491.00 ","$24,031,168.00 ","$341,312.00 ","$24,935,473.00 ","$28,488,448.00 ","$3,549,679.00 "
University of Washington,236948,2015,Football Bowl Subdivision,Pacific-12 Conference,"$104,403,253.00 ",,$0.00 ,"$23,400.00 ","$13,243,670.00 ","$1,312,222.00 ","$2,113,355.00 ","$1,365,227.00 ","$12,601,653.00 ","$26,702,396.00 ","$16,625,092.00 ","$18,746,974.00 ","$11,669,264.00 ","$103,540,117.00 ","$9,090,668.00 ","$12,701,796.00 ","$22,777,825.00 ","$450,000.00 ","$29,872,676.00 ","$24,752,152.00 ","$3,895,000.00 "
University of Washington,236948,2016,Football Bowl Subdivision,Pacific-12 Conference,"$109,560,972.00 ","$1,859,962.00 ",$0.00 ,"$390,837.00 ","$12,158,876.00 ","$1,154,476.00 ","$2,112,940.00 ","$1,474,005.00 ","$14,198,424.00 ","$27,195,266.00 ","$18,178,157.00 ","$17,811,757.00 ","$13,026,272.00 ","$107,154,560.00 ","$9,867,004.00 ","$14,655,547.00 ","$23,186,969.00 ","$518,000.00 ","$31,559,435.00 ","$25,381,191.00 ","$1,986,414.00 "
University of Washington,236948,2017,Football Bowl Subdivision,Pacific-12 Conference,"$123,503,513.00 ","$1,853,312.00 ",$0.00 ,"$2,928,249.00 ","$16,788,818.00 ","$1,147,359.00 ","$2,522,500.00 ","$1,457,560.00 ","$17,687,212.00 ","$26,597,446.00 ","$21,020,478.00 ","$18,288,840.00 ","$13,211,739.00 ","$128,745,183.00 ","$10,945,905.00 ","$16,221,036.00 ","$35,367,278.00 ","$7,500.00 ","$35,980,254.00 ","$26,480,596.00 ","$3,742,614.00 "
University of Washington,236948,2018,Football Bowl Subdivision,Pacific-12 Conference,"$126,133,008.00 ","$1,965,871.00 ",$0.00 ,"$370,564.00 ","$15,299,765.00 ","$1,319,102.00 ","$2,587,358.00 ","$1,740,611.00 ","$17,364,987.00 ","$28,286,024.00 ","$22,002,788.00 ","$21,779,276.00 ","$13,416,662.00 ","$130,919,331.00 ","$10,484,487.00 ","$16,436,076.00 ","$34,290,640.00 ","$498,865.00 ","$35,969,182.00 ","$29,405,335.00 ","$3,834,746.00 "
University of Washington,236948,2019,Football Bowl Subdivision,Pacific-12 Conference,"$131,317,636.00 ","$2,149,350.00 ",$0.00 ,"$5,858.00 ","$15,172,285.00 ","$1,488,414.00 ","$1,631,364.00 ","$1,830,974.00 ","$18,851,989.00 ","$27,696,369.00 ","$24,961,102.00 ","$23,067,494.00 ","$14,462,437.00 ","$133,792,677.00 ","$10,860,062.00 ","$16,873,757.00 ","$31,032,425.00 ","$4,179,200.00 ","$37,233,156.00 ","$29,462,113.00 ","$4,151,964.00 "
University of Washington,236948,2020,Football Bowl Subdivision,Pacific-12 Conference,"$128,976,495.00 ","$2,030,559.00 ",$0.00 ,"$538,286.00 ","$15,210,382.00 ","$1,367,073.00 ","$1,674,476.00 ","$1,325,013.00 ","$15,387,893.00 ","$28,329,971.00 ","$24,238,571.00 ","$24,145,720.00 ","$14,728,551.00 ","$137,573,939.00 ","$10,843,678.00 ","$26,576,763.00 ","$24,482,901.00 ","$258,000.00 ","$36,531,908.00 ","$34,520,688.00 ","$4,360,001.00 "
University of Washington,236948,2021,Football Bowl Subdivision,Pacific-12 Conference,"$86,150,595.00 ","$2,204,262.00 ",$0.00 ,"$1,113,494.00 ","$7,838,955.00 ","$1,886,317.00 ","$320,000.00 ","$406,804.00 ","$5,828,030.00 ","$9,560,091.00 ","$21,710,317.00 ","$19,700,277.00 ","$15,582,048.00 ","$83,431,816.00 ","$5,466,750.00 ","$15,332,077.00 ","$32,730,995.00 ","$5,000.00 ","$23,372,161.00 ","$24,034.00 ","$6,500,799.00 "
University of Washington,236948,2022,Football Bowl Subdivision,Pacific-12 Conference,"$149,458,923.00 ","$3,508,566.00 ",$0.00 ,"$17,762,328.00 ","$14,602,774.00 ","$1,752,722.00 ","$3,141,470.00 ","$2,490,978.00 ","$18,834,207.00 ","$27,404,842.00 ","$22,428,675.00 ","$21,440,380.00 ","$16,091,981.00 ","$145,184,864.00 ","$11,594,117.00 ","$20,179,991.00 ","$28,037,008.00 ","$1,148,500.00 ","$39,943,460.00 ","$29,198,790.00 ","$15,082,998.00 "
University of Washington,236948,2023,Football Bowl Subdivision,Pacific-12 Conference,"$150,037,375.00 ","$4,138,905.00 ",$0.00 ,$0.00 ,"$19,936,200.00 ","$2,028,811.00 ","$3,420,654.00 ","$2,782,981.00 ","$24,388,319.00 ","$22,911,377.00 ","$28,540,846.00 ","$25,310,569.00 ","$16,578,713.00 ","$151,599,477.00 ","$12,566,735.00 ","$21,202,614.00 ","$38,519,167.00 ",$0.00 ,"$41,251,155.00 ","$27,780,734.00 ","$10,279,072.00 "
University of Washington,236948,2024,Football Bowl Subdivision,Pacific-12 Conference,"$200,147,129.00 ","$5,806,387.00 ",$0.00 ,"$4,030,047.00 ","$30,838,837.00 ","$2,010,422.00 ","$4,508,768.00 ","$4,212,792.00 ","$31,720,737.00 ","$28,331,753.00 ","$37,468,865.00 ","$33,091,604.00 ","$18,126,917.00 ","$190,936,516.00 ","$31,481,322.00 ","$22,102,873.00 ","$41,623,042.00 ","$539,000.00 ","$50,390,915.00 ","$34,789,256.00 ","$10,010,108.00 "
Marshall University,237525,2005,Football Bowl Subdivision,Mid-American Conference,"$16,516,504.00 ",,$0.00 ,"$117,474.00 ","$2,178,099.00 ","$322,871.00 ","$203,821.00 ","$456,180.00 ","$1,985,659.00 ","$2,414,916.00 ","$2,992,554.00 ","$1,997,288.00 ","$3,847,642.00 ","$16,323,459.00 ","$1,216,809.00 ","$206,704.00 ","$3,256,311.00 ","$966,967.00 ","$1,740,593.00 ","$1,961,713.00 ","$3,307,148.00 "
Marshall University,237525,2006,Football Bowl Subdivision,Conference USA,"$19,691,376.00 ",,$0.00 ,"$174,135.00 ","$2,564,231.00 ","$328,216.00 ","$527,690.00 ","$496,995.00 ","$2,719,874.00 ","$3,188,610.00 ","$3,169,849.00 ","$2,188,946.00 ","$4,332,830.00 ","$20,147,413.00 ","$1,539,138.00 ","$233,693.00 ","$3,753,772.00 ","$512,566.00 ","$2,569,277.00 ","$2,881,397.00 ","$5,008,757.00 "
Marshall University,237525,2007,Football Bowl Subdivision,Conference USA,"$20,975,251.00 ",,$0.00 ,"$464,279.00 ","$2,846,392.00 ","$451,371.00 ","$306,807.00 ","$546,706.00 ","$2,873,835.00 ","$3,201,674.00 ","$3,347,379.00 ","$2,349,060.00 ","$4,587,748.00 ","$21,000,942.00 ","$1,381,842.00 ","$244,778.00 ","$3,666,624.00 ","$973,625.00 ","$3,076,646.00 ","$2,625,256.00 ","$4,818,845.00 "
Marshall University,237525,2008,Football Bowl Subdivision,Conference USA,"$23,575,610.00 ",,$0.00 ,"$137,826.00 ","$3,265,751.00 ","$589,214.00 ","$530,398.00 ","$591,723.00 ","$3,306,652.00 ","$4,277,874.00 ","$3,836,842.00 ","$2,412,887.00 ","$4,626,443.00 ","$23,103,224.00 ","$1,630,994.00 ","$244,386.00 ","$3,464,462.00 ","$751,840.00 ","$3,406,385.00 ","$4,400,247.00 ","$5,152,381.00 "
Marshall University,237525,2009,Football Bowl Subdivision,Conference USA,"$24,701,638.00 ",,$0.00 ,$0.00 ,"$3,152,399.00 ","$554,271.00 ","$714,473.00 ","$622,320.00 ","$3,634,938.00 ","$4,608,407.00 ","$3,816,234.00 ","$2,449,694.00 ","$5,148,902.00 ","$22,043,516.00 ","$1,663,368.00 ","$245,740.00 ","$2,781,875.00 ","$885,906.00 ","$3,657,458.00 ","$2,986,512.00 ","$5,822,471.00 "
Marshall University,237525,2010,Football Bowl Subdivision,Conference USA,"$25,678,598.00 ",,$0.00 ,"$944,824.00 ","$3,105,650.00 ","$592,342.00 ","$763,040.00 ","$426,275.00 ","$3,408,173.00 ","$4,580,460.00 ","$3,893,350.00 ","$2,599,626.00 ","$5,364,858.00 ","$23,067,735.00 ","$2,192,828.00 ","$187,123.00 ","$3,584,335.00 ","$660,292.00 ","$4,061,783.00 ","$2,788,491.00 ","$5,442,124.00 "
Marshall University,237525,2011,Football Bowl Subdivision,Conference USA,"$26,146,967.00 ",,$0.00 ,"$25,853.00 ","$3,826,013.00 ","$983,399.00 ","$470,752.00 ","$536,703.00 ","$3,161,209.00 ","$4,665,351.00 ","$4,139,213.00 ","$2,835,149.00 ","$5,503,325.00 ","$27,444,906.00 ","$1,610,336.00 ","$176,079.00 ","$3,855,746.00 ","$1,231,653.00 ","$4,142,194.00 ","$3,946,607.00 ","$8,194,567.00 "
Marshall University,237525,2012,Football Bowl Subdivision,Conference USA,"$26,816,730.00 ",,$0.00 ,$0.00 ,"$4,172,925.00 ","$793,775.00 ","$584,738.00 ","$525,854.00 ","$3,548,213.00 ","$4,163,706.00 ","$4,331,890.00 ","$2,885,497.00 ","$5,810,132.00 ","$29,203,535.00 ","$1,724,348.00 ","$166,519.00 ","$4,000,519.00 ","$780,487.00 ","$4,452,807.00 ","$3,600,879.00 ","$10,237,332.00 "
Marshall University,237525,2013,Football Bowl Subdivision,Conference USA,"$28,337,108.00 ",,$0.00 ,"$46,363.00 ","$3,774,088.00 ","$1,000,595.00 ","$712,828.00 ","$528,004.00 ","$3,530,872.00 ","$5,273,151.00 ","$4,336,562.00 ","$3,406,326.00 ","$5,728,319.00 ","$27,587,274.00 ","$1,605,131.00 ","$165,397.00 ","$3,483,071.00 ","$899,970.00 ","$3,668,083.00 ","$3,302,999.00 ","$10,491,761.00 "
Marshall University,237525,2014,Football Bowl Subdivision,Conference USA,"$29,441,144.00 ",,$0.00 ,"$727,382.00 ","$3,855,681.00 ","$868,205.00 ","$942,710.00 ","$542,011.00 ","$4,065,304.00 ","$4,692,174.00 ","$4,436,950.00 ","$3,491,256.00 ","$5,819,471.00 ","$28,707,091.00 ","$1,697,720.00 ","$157,416.00 ","$3,775,174.00 ","$562,437.00 ","$5,131,811.00 ","$3,326,138.00 ","$10,059,341.00 "
